Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
129312,-1.0802008700404855,1.589144132202551,0.49729177783077516,-0.0033508696589735886,0.18972088355805813,-0.1612084685698682,0.5227779504658918,0.6055397780804037,1.2076654497562465,1.0855936764081717,-1.3828669772542248,-0.08055189181922313,1.335655897144562,-0.42498537337664954,0.9690233736187882,1.0780033727074767,0.3019182630492763,1.194922134864996,0.7449914196140822,2.503796227268774,-2.377875534776869,-0.7390188969989682,-0.44215497023652023,-1.49781345654043,-1.0876818765376732,0.5342469328750559,-0.13123467336932107,1.5221467585480473,12.86,0
64820,0.2169367261623424,0.5279604270264738,-0.19722167085352377,-0.9105578447398801,-0.29973857660920283,1.0750828210359633,0.39482574440770135,-1.1935969103209956,-0.10283552022439946,-0.21862071115873113,0.7607727496706133,-0.6916175698189009,-0.8240588415390118,-1.3138614579773773,0.5283928118677204,1.173032533825707,0.19732635061487788,0.010924485573555355,-1.8597795529709082,-0.0152926609614581,0.9337402925373378,-0.9673351969247053,0.39148837313050083,0.1437694823160094,0.5657736996720634,0.060257677332475244,-0.918115172434519,0.9138501434081648,45.03,0
123855,1.248940699139911,0.39204188973259585,-1.16976843382509,-0.5637664421230352,1.1381707401378054,-0.4123131187348619,0.739749939878259,-0.3070948847111013,1.1602219035852392,0.353392837596908,3.2546472931541266,1.2619338767315347,0.17201569901585353,0.8574734980012358,0.06799090758116666,2.529564505462822,-0.17578192176653643,0.2835900115228329,1.0278820940207516,-0.6888323943245903,-1.699497428678444,-1.0692106569611604,0.6698714547586605,-0.3541527899385204,1.054731334981796,0.18251599658135578,1.5186240394564274,-0.7156537013032378,87.32,0
137848,1.9335426294299916,1.9059072369269943,-0.6274188843774771,-0.1927797872386079,1.2151550088717538,-0.30303164099802926,-1.3312297927140704,-0.24419983519242836,-0.4890947859189071,-0.41370916767461846,-0.8311698858046648,-0.6563093912302665,-0.07412710643004389,-0.48837982126300145,-0.040755849846621145,0.0430830080243855,-0.6510640019148723,-0.9784562533992069,0.7433121295429198,1.076387539608866,-0.1443928184529713,-1.0636458767299442,-0.5318893575017567,1.0389367614364335,0.9644150056162036,0.634903811584933,1.2313809361794323,0.5714947364635622,26.08,0
122096,-0.10719447516112607,-0.6442751801679479,-0.3521247203036739,0.37458510945097817,-0.7803016538569048,0.6180287109836201,1.7742125041380208,0.4331205346771937,-0.861920378015823,-1.409693769533467,0.8585131534474972,-2.901523682693579,2.1553327481906175,0.7865400269839193,0.493653565306088,-0.5555421615754356,-1.0990628205716486,-1.8065879724688891,1.3658386055564637,-1.739387611155795,-0.7214163497458866,-0.44200683196040363,0.3245675348741399,-0.04711011563103306,-1.11183822373686,0.28982431655047347,0.7215808951176532,-1.161811076361437,88.79,0
113252,-0.4550331739875662,-0.013777955267191895,-2.3395930025148863,1.207592170430262,-1.2249350501889522,0.12058993389071061,-1.6108444555617467,0.2050266870618789,0.18280690920533663,0.9175452066641205,-1.5383699989681032,0.5465226309720393,-0.7230877296358624,3.1218968974260446,0.19337317382545646,0.027802915739940044,-0.5664067429624856,-0.9927651757518205,-1.346369913487781,0.5895250461766781,1.9211676205690411,-0.8323607142969114,-1.7442421269392874,0.2990550748210432,0.6122326867911058,-0.8335020397175382,-0.4462624867001313,0.9700370736637999,22.24,0
40397,-0.02972535768739004,0.5360265349048582,-0.8147841279902974,1.0156869450634842,2.016887544186916,-0.7136165557407638,-1.3099771582823936,-0.05285995429130031,-0.21773098448844722,0.7754454707630927,-0.8725153155918715,-0.5438718657793162,1.3528411746932725,-0.3375282858498609,0.7153639468006338,-1.1235291209139948,-0.9839328831100579,0.8741769172383231,0.42713372868766064,-0.2825760987864578,2.4894610812606937,0.6054584168205353,0.047071686807887377,1.0826835169836817,0.4745373464655318,0.32533929597499167,-0.0022809347591302735,0.6691239910292981,37.8,0
73530,0.5014267570260816,2.3419752025129954,-0.9152413799963651,-2.52933743992466,-1.3853718656697322,1.624382058600212,1.5211721377647418,-2.3041023397572866,0.2822076428899346,-0.5162420870091603,-0.8081935850504217,0.06317922755651637,-1.8274743540529903,-1.25533611568616,2.1058348253484884,0.19071496671679483,1.0791133039939274,-0.13633834701448652,0.060929093849360114,-0.47346212317554937,-0.6026718845586638,-0.4623525237933219,0.5891778342013787,0.007593935378123897,0.4184638591137938,-0.46262462005165167,-0.6429923901189591,-0.0009533712532066398,8.36,0
118451,-0.5450376153470914,0.5602257109707197,-0.06547735375746008,0.17542107530011306,0.10176407298762537,-0.27059989166337,-0.5928279373794895,-0.6383438601430024,-1.313665308972316,0.5428265593190245,0.5144009365704378,0.36848360333699565,-1.6769084739692544,0.39898332879058335,-0.8014589707297283,-0.36371104908754726,-0.7368017053213786,-2.2645149793961163,0.5893493773781527,0.6955233489652584,0.506604027501984,-0.9753802351693376,-0.47459896860377837,-0.18012613109782097,-1.226070592816307,-1.2045936479113302,-1.2290524475926197,0.320431792946765,44.74,0
87313,0.47170729152697877,1.1834823201410025,1.646949010387185,0.14900536690032426,-0.0030126031838392403,-1.5435378118351124,-0.3605142167238898,0.976148358084709,0.9267209977715248,1.1090540479315865,-0.007729222254738175,0.4329766827277315,-2.143367324137359,0.21783187951221514,1.1133605059439386,0.9988166447781508,0.16869132533943265,-1.2345924457842394,1.1529445518228643,-1.9287300227498456,-1.2471956042934305,-0.5779853864236748,0.873771996048796,-0.08923866654242166,-0.003981149493700086,1.6939370670974931,-0.47853830042295376,0.004340865049522787,9.75,0
99299,0.31589090715231577,1.59015771901085,-0.43079238792261676,-0.32933099831980206,0.15136947457037642,1.8116920561190266,0.16912405009909032,-0.8613837023567438,0.5513197247610424,1.1590152448971567,0.34917254031185674,-1.570993355674672,-1.489150116761596,1.1188816202983989,-0.12096181038672235,0.6492287903050983,-2.2561323074929445,0.13310690246396292,-0.40911661365525137,-0.20268440183711084,-0.3415879215087279,-1.0866251769537072,-0.8232050973014229,-0.6180966229483876,-1.3251873041569993,0.7887849831273013,0.06238739638016563,-1.671856613136305,46.5,0
64839,2.392624792596254,2.1220402192622654,1.5572714405338666,3.16930275443422,3.1847535027516933,3.8172736224554566,1.4535753240864153,2.4816586221701122,3.2931620175383287,1.554575798830829,1.5682928667814031,0.49636500623997737,3.0973314271304404,1.2406911443489954,2.2465202527677377,2.424746098549176,-0.39467034770754017,0.11944935771101273,2.584870283958181,2.2565763292488787,2.173471510748307,2.819229770324579,3.9498163757809186,3.7737139088982867,5.369090275459783,5.251303053784412,2.4109488231528933,1.3752276844260993,137.32,1
119101,1.8089568290201625,1.2059152072425854,-1.3587115145620603,1.2974061148626241,-0.08969562680752617,0.03302704296579728,-1.740981857368374,-1.4209845610727792,-1.2124770246479097,0.09499988349703703,-0.16441644046138135,-0.9312675797162645,1.634195266577176,0.25625779204293453,-2.039431498319932,-0.715516819258321,-1.7368164085440256,-0.5214856453557676,-0.03515322693181693,0.40319121076052195,-1.3974973239192643,1.670991715288611,-0.17766325602506206,-1.2101570242306874,0.08114251895541082,0.4960923380768729,-1.3472094800685257,-0.6606413828841099,34.48,0
12185,-0.011583319781993704,-1.8967472201829223,-0.7479699898264902,-0.06429268711049792,0.317805169201884,-1.9186747570318177,0.1961675455787285,0.22995444784221233,-2.1331330350705104,0.1953752843517444,-0.4734580936323596,2.2889474897132067,0.6763100599975789,1.4980945625711226,0.750286910080948,-1.1565359848377292,0.0028105156861231587,-0.16287312099157975,-1.6648924201289474,-0.3748043844950717,1.7476874642829845,0.5662267648959507,0.7947392170553069,0.18413277302254438,-0.9808584364242914,0.4947251804539964,-0.030354121863649188,0.5527577449847006,72.87,0
163347,-0.22331244428800456,2.8912347515162993,2.1458439836211882,3.4895496548961975,2.5933897844939984,3.525564305362044,2.822831099425327,3.0840135913296054,4.6108450170754525,1.3197900146554224,1.9251777445620764,5.047435588640434,1.8295784086260019,5.7827484791439865,2.7756990594901447,4.732592016537143,5.158910002471313,1.409018167746584,-0.07472476511666937,-0.5291091931862022,1.5588357467852485,0.6313863246494946,1.620206510361046,4.8976396830367595,2.313216363341703,5.291886060970794,1.1644344126098831,0.4600462148212383,145.13,1
52733,-0.43002538584991606,-0.235318741907252,-0.03849172001974105,0.8360610511595236,0.880296249253249,0.38004746345902624,0.425329060476594,0.882215782466808,-0.3036167053077582,-1.3220993199448576,0.10135671154655138,-2.207563725290266,1.4697989262772881,1.609074172473282,0.24215749074123388,0.37761450632893956,-0.8009675968959797,-1.1935422744350308,-0.3693531100465628,-0.561464356868684,1.0491254172400255,-0.4666273875590929,0.0454111731176399,-0.6052415099251824,0.5190360780496264,-1.3567380672561922,0.383436262596614,0.6967591430191588,68.47,0
110510,-1.330074065514785,1.3265038874367736,-0.20623895895586652,0.23094395638816367,0.5067346624868376,1.6599476027252877,-0.43482576191024497,-1.0766609345243296,0.2638944304540191,-0.195297695582094,-0.5282789734019799,1.1228639537338077,0.3064098549852128,1.5948553486982073,1.6515462691922402,0.13141934404135083,-0.705605780472169,2.293977283293148,-0.6403976790586057,-0.392802196519187,0.23309265251478709,-0.33689798796226417,0.22308756038049984,1.0837352980540136,0.4520537580842248,-0.2038231251205735,-1.4118517083219448,0.8133160726017432,144.54,0
153048,-0.481248133823506,0.25119497221967413,0.8678490366631822,0.10347776531318541,0.29645893399855866,1.1715805268825108,-0.37382739404943216,0.9804849995205722,-1.1421306494313468,-1.7672973531105762,0.2881262367277042,-0.31595872644565043,1.9653414617220846,0.668649860160592,1.5120160000057221,0.41506509493598404,0.36318229829127024,-0.5149592593206903,1.074185392178971,-0.14166978535660385,-1.290717519788412,-0.6483102701436957,-0.7929474973316006,-0.11569420610853674,0.15883193972889184,-0.44332077027619093,0.04762101996249564,1.3483863719881566,47.09,0
51214,0.6061293630990848,-0.4719197412901411,0.6266160675329846,-0.7943025751635218,-0.04162149329251497,-0.16346733670220695,-1.095283452096495,-2.1656452284041237,0.7954382526692877,1.4805680555418883,0.9813141279987811,0.301619247953597,-1.4315179977233141,1.4897496073205814,0.09307987253944656,-1.4344653418496869,-1.7219729641327195,-0.0833936211288835,-0.11639066286077632,0.8214544292534056,-0.6334779924369225,0.36564858665590444,-0.31374127735429075,-0.047683135241226755,0.7227209794531527,0.3813612813584527,0.7081644548002397,-0.8892436888941013,21.21,0
11534,0.9105122184946679,0.6475581090137137,0.6405820069491515,-0.4755305441643494,0.5446674443183898,0.26821680827769556,0.8095392720059075,0.9621993545951174,-1.0953455638569167,-0.4849670374989711,-0.22254183591439816,-0.1007382454060053,0.006479484220716646,-0.2548418380540192,0.006510436800896087,-0.6476321135885404,-1.1496291989508138,-1.5921435277943279,0.43414222026221605,0.865952683916645,0.08715394038217483,-0.9478147551284467,1.1592341502842047,-0.16500736136634184,1.9116624062810332,-0.9621989493216646,-0.997641898797629,-0.7867551271022283,55.86,0
131278,-0.3914018120818318,0.3195375788687147,0.47958092443308675,0.29776025091839725,-1.8467724344714016,0.18377113462304207,0.8864481970162597,0.33886515705174236,-1.0577156480700542,-0.7386308120260694,-0.16944923748336765,0.8838612034530742,1.9486709577214858,0.6636560279376743,-2.0152059883554143,0.8490109132765532,-0.15826388140399053,-0.6352274665292011,0.11236212692580397,0.5391441179501503,0.333012047116258,-0.4165576298382029,0.9727743966250163,-0.2892276781537132,0.09881803892882439,-0.10037177227725663,-1.3797824115994501,1.6307349546363734,16.37,0
769,0.5124237323716032,-0.36776278265302687,-1.2260530041981026,-0.8708646476463285,0.45456348229965565,2.368559127979192,-0.5812351730828322,0.9352381613996269,0.9092161664531274,0.08584039672650315,1.6644402539482102,-1.1265468122837972,0.7053652102284509,-0.8017871527090011,0.34989012011473747,0.847118318979641,-0.4405964684661945,-0.056529883379680415,0.8807143880064838,-1.7081850693165905,-0.7034928816531866,1.5971205342902508,-0.5867830295094854,-0.48422688148195236,0.07226190097399007,-0.2877229739460477,-1.5831873289696967,-0.2876047341808028,46.81,0
18047,-0.33938629317819685,0.05407087426048632,-1.6794592820017904,1.3548451723732498,0.4446551856669591,0.9795929508408657,-0.4120724556837896,0.39391197323615235,0.8570919969870224,1.5146369065803584,-2.425214277872601,-0.1817752758829333,0.26088906468209716,1.206551936236775,0.5332255615556416,-1.0301940198979407,-1.007600694660031,0.4620133099292848,-1.0404549656139281,-0.08857903081966823,-1.7314314288972656,1.199642032783947,0.5897814755343384,-1.363542171187423,-0.6836977852540534,1.3362653604222314,1.0101624535271547,0.4860386816427485,16.7,0
13986,-0.33541102407083956,-0.49116352874945723,-0.1892076594956772,0.1267931596804698,0.15440727696169182,0.9702988872600607,0.3779614599368741,-1.6592446183891503,-1.51613582010322,-1.2050035210990275,1.2026273010476636,0.12114690184989671,-0.3603746465803998,0.3978054517504711,0.1344728420629131,-0.40116420561117727,-0.6648695426239807,0.9243342829917818,-1.9492312831652652,0.46313527424101053,0.16116616947004436,0.5947649147769306,0.11206637517823875,-0.16474093010410207,-2.7742201759848144,-0.13266241627731973,-0.38249015891284494,-0.6857684078453173,26.13,0
37065,0.7203872420381966,-1.4919743254588493,2.616699946601593,-0.5074372859079823,1.0304734204358297,-1.6457765295153182,1.045735132540341,0.2457339829213534,0.9403216205408799,-0.70299746026984,0.48596228292727106,0.19848531933853208,1.0110764575510782,-0.5804168472180298,-2.9289513647010974,-0.4537416128383286,-1.1147839047165153,0.31121589795148946,-0.04079448978496107,0.4805987129389843,-0.08831887881228208,0.24063274402515447,1.440585080601879,-1.2749914506155353,0.2702062912383115,0.7908701122038941,0.7855911301653025,0.02068850786661747,4.54,0
19457,-0.9598946321139062,-1.0193414672400714,1.7951645566389633,1.3673702547219937,-0.2354567222046938,-0.7036974920326059,-1.8682003999551449,-0.12593897294683368,-0.4919733691391198,2.2964430768051884,-0.12372833626717304,0.3010444762744516,-0.18076048979556034,-0.676304204716626,1.3899553668878237,1.5343635334410206,0.09906907592340972,0.38543257174126216,-2.4341763858425924,0.01536477589330941,1.7098281860769984,1.667062436142176,-0.20618480062576267,-0.8566506314107953,-0.025287221863957748,-1.0585256864571149,-0.3789750689064935,0.3761775512837346,14.95,0
